 seq,name/first,name/last,age,street,city,state,zip,dollar,pick,date
3064,Cynthia,Jenkins,24,Umizi Avenue,Veabon,NH,74242,$7454.23,BLUE,12/18/1914
3065,Herbert,Payne,30,Tait Mill,Mupizaz,DC,91338,$7491.43,YELLOW,12/28/1961
3066,Peter,Sims,44,Fuda Plaza,Wubhafum,NY,13843,$1903.71,RED,05/18/1992
3067,Oscar,Norton,63,Foici Path,Oboneez,AK,79383,$5041.02,BLUE,04/23/2062
3068,Ollie,Richardson,35,Udso Terrace,Puwsuehi,WA,09428,$5303.12,BLUE,12/09/1944
3069,Louisa,Summers,22,Gora Lane,Sujebuc,DE,29940,$9957.97,WHITE,05/01/2053
3070,Jordan,Craig,51,Pomo Extension,Bahuwnuw,AZ,44008,$5012.08,WHITE,11/03/1900
3071,Johanna,Davidson,21,Nawi Place,Mupupdot,OR,24384,$2782.03,WHITE,05/19/2059
3072,Earl,Cox,63,Acdef Lane,Jesunivot,TX,15333,$4072.37,YELLOW,07/04/2063
3073,Eddie,Gibson,38,Cuahi Court,Zumdaac,CT,88764,$8529.51,YELLOW,01/11/1934
3074,Victor,Stone,45,Pejrug Glen,Burgavi,SC,35985,$2624.65,BLUE,03/27/1916
3075,Marcus,Bishop,51,Doraf Street,Gupvezfi,MI,13990,$4770.89,WHITE,01/19/2056
3076,Vernon,Schmidt,65,Jiked Path,Hifelwu,ME,63592,$3717.08,RED,09/05/1933
3077,Maude,Perkins,46,Boppoz Turnpike,Ahodarcah,TX,65461,$8924.55,GREEN,07/29/1908
3078,Bradley,Cox,50,Radpo Place,Rimreve,MI,71980,$1560.31,RED,07/19/1910
3079,Jeffery,Weber,53,Soze Terrace,Dajacovin,WI,69069,$9534.70,GREEN,10/13/1983
3080,Lily,Bradley,63,Afazo Grove,Vutawo,NC,93885,$7352.08,GREEN,09/28/1933
3081,Nora,Klein,36,Vowcad Pass,Jonefus,MO,97734,$2175.09,RED,04/02/1995
3082,Alfred,Brown,18,Teup Street,Cibowuhu,WI,16569,$8728.84,RED,09/08/1922
3083,Theodore,Hunter,54,Husa Highway,Tisubje,HI,00566,$8622.90,RED,09/17/1925
3084,Lula,Frazier,43,Agbo Terrace,Tusucujad,OK,99721,$1777.38,WHITE,12/20/1946
3085,Bernice,Woods,35,Unibad Highway,Zufkevde,NH,22331,$7043.42,GREEN,02/12/1962
3086,Alfred,Schmidt,44,Root River,Fasewdov,MO,31431,$9272.72,RED,02/24/2057
3087,Alan,Frazier,50,Zutro Point,Vijukev,ID,37914,$1328.50,WHITE,03/25/1998
3088,Rebecca,Bryant,53,Peljaw Ridge,Vefogguf,HI,79171,$5069.73,RED,08/30/1971
3089,Katie,Quinn,56,Gojta Lane,Duuvato,MD,49446,$7623.75,GREEN,12/26/1909
3090,Jon,Chandler,50,Veha Extension,Ejregun,CT,51637,$2920.36,GREEN,04/18/1941
3091,Eliza,Webster,24,Bahtep Junction,Mitosa,ID,13127,$9855.77,YELLOW,02/11/2022
3092,Aiden,Howard,26,Houj Mill,Mattofbud,MI,25496,$1777.34,WHITE,04/16/2002
3093,Bruce,Klein,45,Naheje Point,Oguofueha,SC,39977,$5017.18,BLUE,04/04/1946
3094,Darrell,Dennis,46,Nibuk Center,Javrazced,KY,68814,$7461.84,RED,03/10/1921
3095,Milton,Vargas,40,Cuvno Place,Jenmiga,UT,72362,$4023.65,RED,08/08/1968
3096,Minerva,Richards,51,Zotguv Street,Deczame,PA,46936,$4767.38,RED,12/26/1910
3097,Daisy,Marshall,64,Bagu Mill,Jekgoja,NJ,41116,$4512.83,WHITE,09/11/1986
3098,Irene,Ellis,53,Fevhu Loop,Zagoat,NV,68993,$6343.70,WHITE,09/30/2008
3099,Elsie,Mathis,31,Pezef View,Motacod,AL,25438,$1304.52,YELLOW,08/02/2036
3100,Inez,Carson,31,Apuir Avenue,Zazehset,NV,59870,$2254.39,GREEN,10/11/1914
3101,Alejandro,Lopez,22,Nohda Trail,Laraifi,VA,23422,$849.04,WHITE,10/17/2008
3102,Bruce,Scott,64,Azaunu View,Moslimufe,AZ,47864,$960.73,YELLOW,12/17/1956
3103,Don,Webb,42,Jawab Place,Fosnusut,MA,90181,$2367.74,BLUE,05/30/1906
3104,Viola,McLaughlin,40,Vunif Trail,Jaksujlo,VA,04332,$1648.08,WHITE,10/09/2022
3105,Marc,Welch,19,Ujvi Highway,Utobewo,IL,82238,$3900.81,GREEN,03/19/2041
3106,Cecilia,Santiago,44,Zuwki Square,Ziommih,DC,35014,$5701.39,BLUE,09/27/1930
3107,Marcus,Sims,26,Hekje Center,Ajodaej,KY,70659,$8036.43,YELLOW,12/18/1914
3108,Kyle,Berry,28,Jotop Parkway,Lunace,MS,58647,$3570.52,BLUE,07/07/2034
3109,Jonathan,Ford,27,Jacab Place,Omijinu,ME,69788,$2133.17,BLUE,12/27/1947
3110,Estelle,Boone,27,Sasev Court,Tahosa,TN,01271,$3207.59,WHITE,07/16/1927
3111,Maria,Sherman,23,Jiku Circle,Lurlajbo,MA,77697,$2856.51,GREEN,01/01/1938
3112,Julian,Wagner,58,Diav Circle,Vusnige,CA,59456,$5896.49,BLUE,07/25/1968
3113,Estella,Beck,63,Esosuf Court,Nijoda,MA,75920,$8409.87,BLUE,07/17/1966
3114,Kate,Terry,48,Gofme Point,Bisevhu,AZ,19953,$3309.24,BLUE,03/21/2068
3115,Eddie,Rose,64,Wesu Pike,Ritodu,MA,58415,$4444.11,YELLOW,07/03/2059
3116,Earl,Duncan,40,Heuz Point,Vuwogeuj,NV,74515,$8535.18,BLUE,06/14/2001
3117,Margaret,Huff,61,Jerob Key,Ebadovej,MT,67988,$8931.05,BLUE,10/30/2043
3118,Jessie,Osborne,50,Pipjac Extension,Ewamior,CT,08811,$8280.38,RED,06/02/1909
3119,Hannah,Weber,50,Nades Loop,Paojoira,MA,29161,$8669.72,YELLOW,08/24/1904
3120,Jeanette,Norman,32,Fowi Pike,Tichone,WV,89318,$6373.43,RED,04/04/1908
3121,Madge,Myers,50,Ikofij Manor,Rufova,MO,61528,$4028.98,WHITE,04/09/1988
3122,Bobby,Burns,25,Romuca Mill,Uboneat,MO,98186,$6984.13,WHITE,11/18/1921
3123,Ethel,Lindsey,52,Napi Trail,Iwuruger,IN,79873,$2919.38,GREEN,06/15/1916
3124,Frederick,Chandler,36,Ivule Trail,Fogoga,SD,69361,$4745.68,YELLOW,09/10/2000
3125,Lora,Bailey,45,Fekop Junction,Momibtod,AR,72104,$3301.06,GREEN,06/30/1979
3126,Lenora,Ball,59,Peni Avenue,Pehmikpih,RI,28243,$3169.98,WHITE,04/03/2013
3127,Fannie,Fox,52,Dicuj Path,Lowukhiz,KY,19978,$9433.59,RED,05/21/2060
3128,Landon,Rhodes,61,Ugror Center,Fefcodtep,VT,91856,$8063.90,GREEN,03/03/2059
3129,Katie,Soto,49,Uvuho Circle,Ufewaaha,SC,03986,$8446.47,WHITE,10/30/1982
3130,Amanda,Lucas,47,Ipasiz Manor,Zudiru,KY,94973,$4433.72,BLUE,02/27/2007
3131,Isabel,Horton,38,Jenem Loop,Zunciswib,LA,01446,$1103.11,YELLOW,01/24/1949
3132,Jonathan,Jenkins,44,Kogvir River,Izonaken,FL,60934,$8769.03,BLUE,11/27/2043
3133,Caroline,Osborne,36,Edouj Mill,Rehihok,IL,22645,$1789.45,WHITE,12/10/1977
3134,Harriet,Boyd,37,Ugaiwa Point,Guatoga,ID,48189,$6607.97,BLUE,11/14/1965
3135,Adam,Bailey,20,Sinji Mill,Luziti,KY,11793,$5017.10,RED,11/27/2027
3136,Joseph,Zimmerman,44,Poheg River,Vometa,KY,83770,$7242.82,BLUE,01/10/2053
3137,Erik,Nunez,22,Bifom Avenue,Edarinwe,PA,06898,$5916.06,BLUE,04/27/1940
3138,Keith,Stanley,50,Dikus Point,Hegkobo,KS,97153,$2917.49,WHITE,09/29/2017
3139,Loretta,Terry,36,Bokin Center,Bozitam,NJ,29568,$7886.59,YELLOW,01/09/1912
3140,Lois,Black,65,Bupu River,Raisosok,OH,08845,$6510.28,BLUE,01/07/2022
3141,Dale,Berry,36,Vijo Path,Bolitek,MS,33411,$8916.78,WHITE,06/30/1957
3142,Lydia,Olson,63,Hegvok Place,Zijelovur,NV,79075,$6737.49,WHITE,03/05/1905
3143,Darrell,Mills,25,Henceg Junction,Huwetag,ME,36061,$5690.99,GREEN,07/03/2066
3144,Nancy,Rivera,23,Suge Parkway,Cuubati,MA,18880,$8690.74,RED,04/13/1975
3145,Jonathan,Wade,53,Mifoh Road,Bawiruno,ME,73170,$4288.05,YELLOW,05/10/1973
3146,Nannie,Johnson,59,Dudow Path,Tatimfa,TX,80606,$6460.16,WHITE,06/17/2045
3147,Lois,Rowe,41,Pujuro Key,Vaenac,MI,60343,$2435.86,BLUE,05/11/1938
3148,Lena,Tate,38,Vigmef Place,Boritu,AK,95882,$4891.84,WHITE,01/02/1979
3149,Ida,Santos,63,Besa Heights,Vigospuf,WI,21206,$6130.65,RED,09/27/1950
3150,Louisa,Carter,56,Peile Circle,Futagcaf,WI,12007,$551.98,WHITE,06/25/1949
3151,Herman,Abbott,25,Unadin Plaza,Apinelgov,VT,11115,$4603.87,GREEN,12/17/1969
3152,Emily,Stevenson,41,Unwu Terrace,Gibakjiz,MO,52305,$2594.96,GREEN,07/21/2045
3153,Elsie,Strickland,49,Rogga Mill,Nosovnem,DC,09009,$7689.79,GREEN,01/01/1945
3154,Lucile,Garner,37,Hezul Terrace,Koofozuz,HI,41136,$7365.55,BLUE,06/08/1934
3155,Rodney,Kelly,21,Nuvar View,Todbowzog,SC,93416,$4120.06,YELLOW,01/05/1941
3156,Kathryn,Ruiz,44,Gimem Trail,Kigpitek,WY,43473,$3854.47,BLUE,09/04/1975
3157,Ellen,Horton,39,Pamim Trail,Hunekuco,MN,48470,$6899.20,GREEN,08/10/1974
3158,Bessie,Rodriquez,60,Cakned Highway,Ozgohir,NH,65483,$6266.92,WHITE,02/10/1979
3159,Edwin,Vaughn,62,Ozose Parkway,Wiehogel,ME,01794,$2543.44,GREEN,03/08/2039
3160,Lydia,Curry,30,Leonu Trail,Nitohil,MD,63320,$2522.34,GREEN,03/26/2063
3161,Inez,Carter,22,Newoc Street,Ezizafjam,SC,94437,$8658.89,RED,11/15/2049
3162,Cody,Hines,22,Miwvi Heights,Ezefebjo,MD,26713,$2416.30,RED,06/05/2010
3163,Rena,Chapman,53,Lofat Parkway,Ikouporu,DE,22826,$2945.01,BLUE,12/26/1914
3164,Eugenia,Aguilar,36,Bijli Park,Vojnijinu,IN,12658,$8231.59,WHITE,04/16/1903
3165,Gabriel,McGuire,30,Ibil Grove,Zizuvi,SC,30668,$1888.22,RED,08/22/1911
3166,Johanna,Gross,48,Jiev Drive,Ozuhutluh,SD,12392,$6255.52,BLUE,03/30/1968
3167,Francisco,Graves,29,Midfi Circle,Zafoja,TN,94008,$4663.15,GREEN,09/13/2012
3168,Gary,Payne,18,Dein View,Bifenfo,ID,48970,$6008.49,GREEN,01/26/2001
3169,Luis,Black,26,Ezateb Terrace,Tiapva,NH,71598,$9043.12,WHITE,04/20/1929
3170,Lola,Keller,63,Pius Path,Hasiwne,AL,05647,$6175.41,BLUE,01/30/1907
3171,Carl,Reed,35,Gokni Key,Bipfovul,IL,44714,$283.67,WHITE,08/06/1968
3172,Nathan,Christensen,64,Vace Extension,Mionge,MO,01539,$1139.76,WHITE,05/22/1925
3173,Mamie,Stevenson,65,Cetuje Key,Temfafna,IL,50137,$1281.02,RED,05/11/1925
3174,Sue,Bradley,54,Dobse Junction,Bofomna,WI,40888,$9590.81,RED,02/28/1967
3175,Pauline,Fisher,38,Cemiwi Park,Titagros,NJ,29281,$3377.72,YELLOW,08/09/1921
3176,Belle,Gill,51,Fojlov Lane,Zesipi,SC,51714,$7030.62,BLUE,01/02/2012
3177,Charles,Boyd,21,Juhu Park,Irebufnum,MO,66317,$8544.62,YELLOW,03/20/1940
3178,Chase,Allen,52,Dero Terrace,Coodwu,MO,75196,$2513.31,GREEN,06/15/1959
3179,Kevin,Bowman,49,Latwa Way,Cetzira,NH,51088,$8388.34,BLUE,11/01/1994
3180,Christian,Wilkins,50,Tochu Square,Witoso,KY,65470,$9211.04,GREEN,08/14/1948
3181,Irene,Burke,57,Noled Manor,Sengadek,MT,79863,$4801.98,RED,08/11/2012
3182,Jack,Norman,24,Lice Pike,Rokroru,TN,57511,$8898.81,RED,01/15/2015
3183,Claudia,Vega,48,Wifber Glen,Jaidupop,DC,00882,$2080.90,RED,08/15/2064
3184,Cynthia,Rowe,22,Ohza Point,Mawtovdod,IL,48882,$5849.81,GREEN,04/17/1949
3185,Glenn,James,47,Jipuv Glen,Zugpopti,SC,07244,$1224.80,YELLOW,10/16/2025
3186,Jacob,Allen,23,Unupo Drive,Ruozpus,RI,84187,$6940.78,RED,08/08/2001
3187,Frederick,Payne,28,Giek Circle,Ehvadu,OK,88670,$3367.27,BLUE,09/20/2053
3188,Joel,Robinson,32,Monjug Lane,Igocadba,MN,58561,$8834.44,YELLOW,05/10/1931
3189,Gilbert,Spencer,64,Koznu Court,Borbifnod,WA,92841,$4034.49,BLUE,10/29/1928
3190,Evan,Santiago,28,Onfuw Grove,Kussulow,NV,02920,$4832.51,YELLOW,08/09/1909
3191,Sallie,Wood,55,Ufuiz Court,Zawotbe,NC,01495,$5434.93,YELLOW,12/08/1949
3192,Elsie,Santos,63,Kobnam Center,Darzefkuw,SC,12649,$7399.53,BLUE,06/05/2055
3193,Winnie,Vaughn,65,Fotoj Boulevard,Jaonno,OH,58359,$7880.05,RED,09/17/2058
3194,Fannie,Morris,18,Sozot Road,Jesismit,DE,99518,$5973.75,YELLOW,05/30/1985
3195,Charles,Powers,62,Veruw Place,Hivetu,WI,47512,$2259.44,YELLOW,04/15/2039
3196,Ruby,Moran,23,Numko Point,Pufgihoc,MS,69795,$8442.56,WHITE,03/24/2009
3197,Eugene,Lloyd,29,Ruwliz View,Ehwufoh,IL,07074,$3577.44,GREEN,08/02/2029
3198,Janie,Stone,43,Gokke Highway,Eciroja,AR,14543,$6556.56,RED,05/20/1985
3199,Victor,Farmer,53,Juzo Avenue,Dilihim,UT,74847,$8765.48,YELLOW,03/31/2007
3200,Mildred,Bradley,32,Aviep Drive,Licicmig,IL,27348,$2932.75,YELLOW,12/08/1938
3201,Ricky,Santos,41,Celju Parkway,Getifudip,AR,66225,$3182.17,WHITE,11/12/2065
3202,Louise,Jordan,48,Jovgeh Circle,Muhmeuho,AR,06041,$1363.36,RED,07/01/1934
3203,Mildred,Ray,61,Getdem Street,Tigauli,NJ,68330,$4926.19,BLUE,02/24/2045
3204,Sally,Becker,24,Fiali Circle,Zerjikid,WY,26140,$2803.85,WHITE,06/28/1961
3205,Jerry,Hernandez,49,Ozuz Trail,Waragrih,IA,24480,$2171.45,BLUE,05/17/2034
3206,Harry,Curry,58,Irzu Mill,Vijiwieke,KY,66182,$6681.08,WHITE,09/30/1981
3207,Hunter,Williamson,19,Elaam Ridge,Asagaroz,CO,64167,$937.43,RED,04/12/1984
3208,Loretta,Ross,33,Alidib Mill,Difazfaz,MT,76973,$2833.89,RED,03/01/1931
3209,Jacob,Berry,47,Doji Boulevard,Folucgi,NV,30995,$1107.49,GREEN,09/25/1946
3210,Keith,Wells,22,Ifubef Glen,Tofrukpu,VT,24787,$2503.74,BLUE,12/28/2064
3211,Estelle,Graves,48,Portec View,Banucfe,OK,53167,$7811.10,RED,12/29/1918
3212,Jordan,Guerrero,62,Notbur Park,Bonusese,MS,57277,$2251.97,BLUE,02/17/1948
3213,Elizabeth,Williams,25,Firal Key,Latezmov,NC,30125,$3867.79,YELLOW,05/15/1920
3214,Tyler,Hogan,62,Kuczib Avenue,Upomojiv,PA,84794,$5252.04,GREEN,02/07/1910
3215,Lucas,Jensen,59,Nodapa Park,Ribwodotu,TX,38239,$1490.86,YELLOW,06/18/1919
3216,Charlie,Valdez,56,Kucef Trail,Zesusa,IN,11213,$4343.50,YELLOW,06/15/1968
3217,Marie,Daniels,38,Zimol Loop,Tehagro,AR,48153,$9948.58,BLUE,12/25/1954
3218,Lillie,Daniel,37,Zolzuk Place,Vifiknil,ME,55202,$1248.19,BLUE,05/26/1990
3219,Philip,Brock,24,Nawow Key,Saribiag,DC,03306,$2148.29,WHITE,09/04/1945
3220,Susie,Bradley,54,Nevib Drive,Kannobero,RI,04792,$7610.71,BLUE,06/29/2045
3221,Manuel,Underwood,25,Maac Loop,Vacifwu,OH,14411,$4743.32,WHITE,02/28/1901
3222,Lizzie,Harvey,64,Eroki Street,Dugotuv,MN,60607,$2197.05,GREEN,08/08/1969
3223,Bernice,Patton,48,Sovi Parkway,Sutukhu,KS,92395,$8607.42,YELLOW,07/10/2034
3224,Nicholas,Knight,36,Kojhu Avenue,Copozje,OH,20921,$1611.68,YELLOW,05/29/2070
3225,Walter,Hart,47,Lujup Point,Nopefto,NE,53153,$6295.57,BLUE,06/04/2049
3226,Mike,Palmer,52,Lici Square,Eptilu,MO,93571,$3253.62,YELLOW,08/18/2061
3227,David,Meyer,25,Duvez Center,Halbatfes,NC,13547,$5174.91,BLUE,01/11/1905
3228,Lloyd,Carpenter,54,Kuaf Place,Maldazo,HI,01473,$746.43,WHITE,09/02/1980
3229,Ora,Medina,57,Dapi Road,Nolohca,MT,74005,$7259.99,RED,10/31/1958
3230,Daisy,Weaver,50,Fucog Extension,Aswuji,MI,65365,$6573.02,GREEN,04/08/1911
3231,Maggie,French,33,Giji Place,Kirogag,VA,71789,$7540.95,WHITE,12/11/2049
3232,Corey,Dunn,25,Toew Center,Fusduda,MS,91999,$9584.61,YELLOW,01/20/2021
3233,Micheal,Gonzalez,44,Vidaz Drive,Duwpubuz,AR,08081,$2324.78,RED,05/26/1931
3234,Louise,Cooper,37,Ramtu Terrace,Riuthe,RI,84630,$6035.12,WHITE,03/17/1989
3235,Christian,Quinn,60,Topda Parkway,Lunjipfaw,KS,76345,$9724.08,GREEN,09/12/1972
3236,Joe,Martinez,19,Tihluw Place,Epulupen,LA,97044,$7922.79,BLUE,05/22/2020
3237,Ralph,Zimmerman,39,Dean Street,Wucjebove,FL,37697,$7922.74,GREEN,09/03/2028
3238,George,Padilla,47,Mocew Pass,Vumzapme,AK,51462,$8455.99,RED,05/30/1951
3239,Daniel,Blake,25,Razhuc Pike,Jijvuwzi,ND,58975,$8899.87,BLUE,03/29/1909
3240,Cornelia,Wheeler,45,Rigred Plaza,Kekumlud,SD,83308,$3783.82,BLUE,04/09/1961
3241,Francis,Williams,30,Uska Center,Dazfotah,NH,68550,$5545.87,WHITE,02/12/1974
3242,Adam,Morales,34,Atbiw Drive,Cujualu,LA,92049,$5609.71,YELLOW,02/22/1966
3243,Walter,Haynes,35,Ohafeb Square,Fuhbewwig,WY,11814,$4766.50,GREEN,08/04/2066
3244,Elijah,Robinson,45,Sinku Loop,Cerzavet,VT,04447,$4847.60,WHITE,11/05/2006
3245,Maria,Hayes,32,Epuwa View,Ajrernez,ME,06668,$7911.52,GREEN,05/10/2018
3246,Curtis,Banks,45,Tidedu Highway,Haehvak,MI,44716,$8951.82,GREEN,06/27/1913
3247,Laura,Morrison,64,Rikhi Drive,Hordaza,NE,14471,$8004.14,YELLOW,08/19/1958
3248,Josephine,Peters,42,Avisu Street,Wamonpun,AK,97759,$2354.21,WHITE,01/09/1994
3249,Eunice,Harmon,64,Wida Lane,Caavpo,AK,14562,$3297.90,BLUE,06/18/2059
3250,Steve,Swanson,64,Zusih Place,Vuwwupcid,CT,39671,$4057.56,YELLOW,06/11/2036
3251,Isabella,Ward,44,Giov Road,Oterowon,WY,27310,$7243.28,WHITE,09/10/1920
3252,Mabel,Peters,57,Zozbeb Road,Nuwdumam,SC,42835,$4079.81,BLUE,07/25/2007
3253,Sylvia,Henry,29,Zubnu Plaza,Togbuhiv,IL,24071,$2816.63,RED,01/09/1965
3254,Loretta,Peterson,38,Ribop Manor,Cogucwes,WI,74563,$6232.50,BLUE,04/16/2054
3255,Lou,Pope,46,Fivu Way,Nusisi,UT,24194,$6229.34,WHITE,03/07/2069
3256,Gordon,Maldonado,38,Bemi Manor,Apubizag,NJ,04946,$1145.68,BLUE,10/31/1928
3257,Herbert,Massey,18,Uhse Turnpike,Zojeat,AL,01668,$4954.73,GREEN,10/14/1932
3258,John,George,47,Kiklo Ridge,Sukogso,VT,53045,$7170.51,WHITE,06/29/1918
3259,Glen,Coleman,34,Japos Lane,Jitogsi,NM,30554,$375.50,BLUE,07/14/1967
3260,Barbara,McCarthy,51,Ofil Point,Muwahom,IN,47032,$198.68,YELLOW,01/06/1905
3261,Barry,Alexander,51,Ganjoh Avenue,Gogowi,NJ,81160,$9920.23,GREEN,01/17/1940
3262,Emilie,McKinney,32,Gohfuf Heights,Adzanon,NV,11672,$6592.07,RED,03/11/2015
3263,Janie,Huff,22,Honka Park,Upsieme,SC,60485,$3631.45,RED,01/25/2062
3264,Jeremiah,Underwood,26,Kurpo Ridge,Ipsornew,NY,73580,$9218.99,YELLOW,07/15/2052
3265,Gordon,Cook,43,Barriz Extension,Lonegepef,SD,52196,$2607.31,BLUE,12/06/2015
3266,Nina,Walton,29,Dihle Avenue,Otgipok,NH,19066,$9558.89,WHITE,09/11/1992
3267,Hester,Gregory,34,Gugi Way,Uweseso,NE,12489,$5281.35,WHITE,01/30/2040
3268,Joseph,Woods,20,Ibesot Highway,Woocopov,ND,48237,$8424.47,GREEN,10/02/2043
3269,Cornelia,Duncan,21,Bejaf Grove,Votzadhat,TX,57310,$8960.90,BLUE,06/12/2019
3270,Jose,Wade,19,Izti Boulevard,Ehoepaufe,MA,88629,$6014.37,BLUE,06/08/2002
3271,Ricardo,Leonard,63,Zovo Pike,Taszidip,OK,83563,$6009.45,YELLOW,06/27/2007
3272,Louisa,Carr,65,Jazver Place,Copgobsi,NH,68076,$3036.73,BLUE,06/29/1927
3273,Jason,Fields,29,Wireva Road,Lokzuucu,MD,73692,$9940.49,YELLOW,09/09/2001
3274,Susan,Wise,20,Sakime River,Ilevihi,MA,88665,$9458.01,RED,03/25/2012
3275,Alex,Barton,54,Ogtoh Ridge,Niegope,WA,65894,$672.07,GREEN,08/07/2067
3276,Jorge,Sanders,65,Kuike Extension,Ojegurut,CT,42952,$698.94,WHITE,04/20/2013
3277,Cynthia,Conner,29,Bosip Trail,Bodaljiz,WA,42387,$680.75,GREEN,06/16/2054
3278,Cory,Chapman,59,Turon Extension,Fosana,ND,11221,$9212.39,RED,03/26/1988
3279,Gabriel,Stewart,22,Jove Lane,Rubliwto,AZ,83100,$8830.58,YELLOW,02/22/1906
3280,Vernon,Sherman,47,Onro Boulevard,Nakadak,OH,03579,$36.63,BLUE,10/31/1950
3281,Maurice,Fitzgerald,63,Bucbem Parkway,Esgiwvam,IA,66319,$4972.43,GREEN,06/01/1954
3282,Christina,Flowers,20,Ufebu Path,Ojaehrur,GA,18161,$9146.12,WHITE,11/15/2068
3283,Benjamin,Barnes,24,Wotor Trail,Heujpe,AK,48311,$5149.38,YELLOW,09/01/1934
3284,Adrian,Vargas,31,Soku Junction,Idbalut,NC,55065,$1174.27,GREEN,11/13/1903
3285,Jack,Gross,43,Kupu Drive,Colkukre,MA,69422,$2229.99,WHITE,08/11/1933
3286,Ina,Wong,49,Gevwo Court,Detiwhi,NH,26567,$259.42,WHITE,03/06/1943
3287,Gabriel,Hubbard,32,Bormo Park,Fidiju,NE,63726,$3921.45,YELLOW,05/24/1912
3288,Christine,Snyder,60,Jona Pike,Gubeog,LA,50358,$5388.75,RED,07/28/1909
3289,Virgie,Moreno,47,Tete Street,Wibromva,DC,65804,$8106.88,GREEN,09/03/1964
3290,Aaron,Owen,45,Uhmep Park,Nodzoeco,MT,43692,$4048.56,GREEN,11/17/1902
3291,Connor,Carlson,22,Faksag Point,Fotjasuk,ND,54316,$4724.86,RED,06/13/1941
3292,Dora,Griffith,41,Vuze Road,Zugemsut,NV,59571,$4213.49,GREEN,06/10/1978
3293,Kathryn,Greene,64,Bici Park,Bihinvaw,MI,50657,$5411.97,YELLOW,07/15/1927
3294,Stella,Reeves,26,Vupwu Loop,Disakod,AR,70025,$2959.13,BLUE,04/13/1984
3295,Kevin,Martin,53,Code Terrace,Pianmu,AR,09572,$2966.78,RED,02/27/2067
3296,Linnie,Brock,40,Pamuj Drive,Kerjode,LA,17098,$3105.14,GREEN,05/25/2035
3297,Margaret,Conner,26,Gohi Manor,Hanrufvis,VA,54766,$596.16,RED,02/08/2068
3298,Mable,Chavez,21,Roras Mill,Veafivuf,OR,97913,$4514.73,RED,05/25/2020
3299,Seth,Bates,33,Viznez Park,Wulijnor,MO,58694,$8607.94,BLUE,06/06/2070
3300,Lester,Gibson,33,Sacil Avenue,Tadieba,MO,64377,$3629.09,YELLOW,01/27/1900
3301,Rosalie,Lee,41,Zebvus Terrace,Veawurip,OR,26948,$6552.28,BLUE,10/26/1913
3302,Marion,Mendez,24,Gune Way,Fegmakis,ID,68493,$8078.83,GREEN,09/07/1902
3303,Jeffrey,Lynch,46,Jodraz Drive,Orotez,IA,67157,$9098.47,GREEN,07/07/2004
3304,Callie,Young,22,Fujnup Turnpike,Zemikaos,NV,12744,$3759.07,RED,07/14/1936
3305,Joseph,Hamilton,47,Pekav River,Etdiufu,AR,34593,$3362.36,WHITE,03/03/1904
3306,Hattie,Jones,36,Acna Pike,Vujcihe,ID,16607,$2350.76,WHITE,09/16/1916
3307,Genevieve,Benson,65,Vucca Point,Wonlinguv,IL,42686,$2896.14,WHITE,07/03/1991
3308,Seth,Cook,64,Hoze Road,Nurojpeb,MA,72014,$2903.69,YELLOW,06/03/1924
3309,Ina,Collier,31,Naeto Park,Rubezgaf,CA,50250,$3379.00,BLUE,05/04/2046
3310,Mina,Mack,54,Edeuca Point,Vasloasu,MI,44955,$492.30,GREEN,02/18/1914
3311,William,Obrien,40,Zivu Center,Luefnir,MS,48172,$2868.01,WHITE,10/18/2057
3312,Bobby,Cunningham,62,Actav Key,Liceku,CT,79353,$567.40,BLUE,02/11/1958
3313,Gertrude,Parsons,47,Cavgez Ridge,Ohifofu,NE,17992,$7917.50,RED,01/20/2009
3314,Lida,Hoffman,19,Seja Grove,Laraca,UT,77714,$1980.03,BLUE,03/16/2041
3315,Bertie,Cannon,31,Etumi Road,Ofecwo,VA,86803,$2832.87,WHITE,03/13/1973
3316,Kenneth,McKinney,24,Nuhu Junction,Kabureawa,KS,67658,$852.43,BLUE,04/30/1996
3317,Sue,Pena,53,Biew Lane,Pufahna,MS,13063,$9979.38,YELLOW,05/22/2053
3318,Carolyn,Massey,33,Aseihu Lane,Kucehav,OR,96943,$9755.47,WHITE,03/07/1916
3319,Bobby,Holloway,59,Jirjen Park,Ewoagle,LA,15568,$7856.81,RED,04/25/1929
3320,Clyde,Haynes,21,Tojcu Terrace,Gadzahob,IA,47105,$2325.55,GREEN,04/29/2050
3321,Harry,Gill,43,Ukokoc Drive,Tafadi,VA,04500,$2728.68,GREEN,12/30/2004
3322,Susie,Summers,19,Botna Turnpike,Gehilre,PA,12570,$7751.61,YELLOW,09/24/2009
3323,Leona,Oliver,35,Pufpej Grove,Epreopu,ND,79425,$5507.01,YELLOW,01/28/1907
3324,Myra,Frank,19,Bamzi Square,Iveboba,AK,98493,$5795.16,WHITE,11/09/2029
3325,Mary,Erickson,61,Hutruk River,Gabisok,ID,79027,$465.52,YELLOW,05/28/1964
3326,Winnie,Black,51,Cideve Loop,Bimbipib,ID,92774,$9366.72,WHITE,09/13/2048
3327,Billy,Yates,49,Cujul Way,Igwowe,OK,93524,$5083.52,WHITE,06/18/1994
3328,Tom,Swanson,38,Abiduk Lane,Defoki,NV,89796,$4511.19,GREEN,05/02/1971
